地區縣市,主管機關文件單位代碼,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
桃園市政府,私立雅典音樂語文短期補習班,,yinyizu@yahoo.com.tw,外語類,平鎮區,2006-12-22,1296
桃園市政府,私立卓越大文理短期補習班,,jingjing1155@yahoo.com.tw,文理類,平鎮區,2009-07-06,1296
桃園市政府,私立林錦文理英語數學短期補習班,,jekicc2016@gmail.com,文理類,平鎮區,2019-07-15,1296
桃園市政府,私立芸熙音樂短期補習班,,emma95134@yahoo.com.tw,音樂、舞蹈類,平鎮區,2007-10-19,1296
桃園市政府,私立東信文理短期補習班,,,文理類,平鎮區,2002-04-17,1296
桃園市政府,私立艾唯特美語短期補習班,,tinaloveskids@yahoo.com.tw,外語類,平鎮區,2011-08-11,1296
桃園市政府,私立二十一世紀美語短期補習班,417,,外語類,平鎮區,2000-12-05,1296
桃園市政府,私立王牌珠心算語文短期補習班,,amy3224843@yahoo.com.tw,外語類,平鎮區,2008-04-03,1296
桃園市政府,私立悅讀童年語文短期補習班,,taiwancw@gmail.com,外語類,平鎮區,2001-12-28,1296
桃園市政府,私立松林數學文理短期補習班,,Lori620513@yahoo.com.tw,文理類,平鎮區,2011-04-19,1296
桃園市政府,私立蘇荷美術短期補習班,,sohomary@sohoart.com.tw,美術、書法、攝影、美工設計、圍棋類,平鎮區,2002-03-29,1296
桃園市政府,私立智聖多元圍棋短期補習班文化分班,,macwild@mail2000.com.tw,美術、書法、攝影、美工設計、圍棋類,平鎮區,2016-08-23,1296
桃園市政府,私立佳峯英語會話短期補習班,,bb089@joy.com.tw,外語類,平鎮區,2007-05-04,1296
桃園市政府,私立悠悠中央圍棋短期補習班,,gz755144@gmail.com,美術、書法、攝影、美工設計、圍棋類,平鎮區,2015-05-20,1296
桃園市政府,私立興儒語文文理數學短期補習班文化分班,,hongjie.hsiao@msa.hinet.net,文理類,平鎮區,2015-07-17,1296
桃園市政府,私立小森林美語短期補習班,402,sherrybennykammy71@gmail.com,外語類,平鎮區,2002-10-24,1296
桃園市政府,私立建如語文文理珠心算短期補習班,,cw.c224@msa.hinet.net,文理類,平鎮區,2008-10-09,1296
桃園市政府,私立世一語文數學短期補習班,,julie_hmm@yahoo.com.tw,外語類,平鎮區,2014-05-06,1296
桃園市政府,私立隆慶英語短期補習班,43,,外語類,平鎮區,1993-12-01,1296
桃園市政府,私立幼屋珠心算短期補習班,219,fang070748@yahoo.com.tw,商類：珠算、心算、會計,平鎮區,1997-09-19,1296
桃園市政府,私立裕登美語文理短期補習班,,Melton.kid@gmail.com,文理類,平鎮區,2020-11-23,1296
桃園市政府,私立美爾頓美語短期補習班,,melton.kid@gmail.com,外語類,平鎮區,2002-04-12,1296
桃園市政府,私立曉楊文理數學短期補習班,,a0939007918@gmail.com,文理類,平鎮區,2015-08-10,1296
桃園市政府,私立新吉的堡美語珠算短期補習班,,a26095562@yahoo.com.tw,外語類,平鎮區,1998-01-13,1296
桃園市政府,私立祥恩英語短期補習班,,seansenglishschool@gmail.com,外語類,平鎮區,2006-12-25,1296
桃園市政府,私立新興數學語文短期補習班,,aming4734735@gmail.com,外語類,平鎮區,2020-05-22,1296
桃園市政府,私立成育文理語文短期補習班,,5864085@yahoo.com.tw,外語類,平鎮區,2009-11-24,1296
桃園市政府,私立成威珠心算短期補習班,,Keven.shelly@msa.hinet.net,商類：珠算、心算、會計,平鎮區,2008-06-27,1296
桃園市政府,私立長青博儒文理美語短期補習班,,Fn19850731@hotmail.com.tw,文理類,平鎮區,2019-07-19,1296
桃園市政府,私立博儒文理美語珠算短期補習班,,wendypeng523@gmail.com,文理類,平鎮區,2005-04-07,1296
桃園市政府,私立幼全珠心算美語短期補習班,,jen59312@gmail.com,商類：珠算、心算、會計,平鎮區,2002-01-29,1296
桃園市政府,私立尼恩語文文理短期補習班,,ange198100@yahoo.com.tw,文理類,平鎮區,2013-05-15,1296
桃園市政府,私立言史弗弘美語文理短期補習班,56,,文理類,平鎮區,1997-02-01,1296
桃園市政府,私立奧林匹亞文理數學短期補習班平鎮分班,,H3389191@gmail.com,文理類,平鎮區,2013-03-22,1296
桃園市政府,私立黃昊文理美語短期補習班,,duck0331@msn.com,文理類,平鎮區,2010-12-23,1296
桃園市政府,私立翔宇文理短期補習班,,allstar0911@hotmail.com,文理類,平鎮區,2006-12-27,1296
桃園市政府,私立聚威文理短期補習班,,jiuwei@hotmail.com,文理類,平鎮區,2008-10-03,1296
桃園市政府,私立文騰文理語文數學短期補習班,,wenteng168@yahoo.com.,文理類,平鎮區,2014-10-16,1296
桃園市政府,私立躍騰文理短期補習班平興分班,,Superlucky229@gmail.com,文理類,平鎮區,2018-07-09,1296
桃園市政府,私立學盟文理美語短期補習班,,F65391@gmail.com,文理類,平鎮區,2005-08-29,1296
桃園市政府,私立春華英語會話短期補習班,,,外語類,平鎮區,2002-08-30,1296
桃園市政府,私立亞碩音樂美語美術短期補習班,,yasoutopshool@yahoo.com.tw,外語類,平鎮區,2005-06-06,1296
桃園市政府,私立福克斯文理語文數學短期補習班義興分班,,tim6868tw@gmail.com,文理類,平鎮區,2021-09-13,1296
桃園市政府,私立奈特爾美語文理數學作文美術短期補習班,,Neter.tw@gmail.com,文理類,平鎮區,2014-12-31,1296
桃園市政府,私立樂昕美術短期補習班,,stanly78466@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,平鎮區,2012-01-18,1296
桃園市政府, 私立鴻鑫文理數學語文短期補習班,,,文理類,平鎮區,2009-10-02,1296
桃園市政府,私立閎墨文理短期補習班,,HongM06186@gmail.com,文理類,平鎮區,2022-06-16,1296
桃園市政府,私立陳明文理短期補習班,,mcdowe110725@gmail.com,文理類,平鎮區,2021-09-07,1296
桃園市政府,私立哈寶貝美語短期補習班,452,,外語類,平鎮區,2001-02-22,1296
桃園市政府,私立哲宥文理短期補習班龍岡分班,,jy3071313@gmail.com,文理類,平鎮區,2019-02-21,1296
桃園市政府,私立躍騰文理短期補習班,,gmemts4664221@gmail.com,文理類,平鎮區,2011-01-26,1296
桃園市政府,私立房角石文理語文數學短期補習班,,jw4949611@yahoo.com.tw,文理類,平鎮區,2019-10-18,1296
桃園市政府,私立聖儒美語短期補習班,,,外語類,平鎮區,2006-05-11,1296
桃園市政府,私立夏老師文理美語短期補習班,,tdjason0203@gmail.com,文理類,平鎮區,2001-03-19,1296
桃園市政府,私立大山美語文理短期補習班,,a0920138250@gmail.com,文理類,平鎮區,2008-09-28,1296
桃園市政府,私立清大美語文理短期補習班,73,,文理類,平鎮區,1998-12-11,1296
桃園市政府,私立強棒語文短期補習班,,aa1111.aa@msa.hinet.net,文理類,平鎮區,2018-05-21,1296
桃園市政府,私立薇閣語文短期補習班,,grace546793@yahoo.com.tw,外語類,平鎮區,2010-12-21,1296
桃園市政府,私立建成文理語文短期補習班,,b4654321@ms35.hinet.net,文理類,平鎮區,1999-02-23,1296
桃園市政府,私立育傑文理語文短期補習班,,chiffonsung@gmail.com,文理類,平鎮區,2012-06-29,1296
桃園市政府,私立葉老師文理美語珠算短期補習班,439,laipee7@gmail.com,文理類,平鎮區,2000-12-29,1296
桃園市政府,私立寶美美語短期補習班,,wenchang601224@gmail.com,外語類,平鎮區,2000-03-06,1296
桃園市政府,私立大方美語數學短期補習班,,無,外語類,平鎮區,2019-12-06,1296
桃園市政府,私立葉老師文理美語短期補習班龍壽分班,,laipee7@gmail.com,文理類,平鎮區,2006-12-26,1296
桃園市政府,私立林萌數學短期補習班,,lynne51120@yahoo.com.tw,文理類,平鎮區,2013-02-21,1296
桃園市政府,私立三之三珠心算短期補習班,,,商類：珠算、心算、會計,平鎮區,2002-11-07,1296
桃園市政府,私立小學堂美語短期補習班,,sam687628@gmail.com,外語類,新屋區,2008-11-10,1296
桃園市政府,私立群創美語文理短期補習班,,lvu88456@yahoo.com.tw,文理類,新屋區,2004-09-15,1296
桃園市政府,私立經綸文理短期補習班,,kmispower0933943154@gmail.com,文理類,新屋區,2002-12-20,1296
桃園市政府,私立方華文理短期補習班新屋分班,,,文理類,新屋區,2005-01-04,1296
桃園市政府,私立輔仁文理美語數學短期補習班,,,文理類,新屋區,1996-03-28,1296
桃園市政府,私立書安文理短期補習班,,dede747428@gmail.com,文理類,新屋區,2015-06-15,1296
桃園市政府,私立滌凡特語文文理短期補習班,,a4774498@gmail.com,文理類,新屋區,2006-11-29,1296
桃園市政府,私立威霖數學語文短期補習班,,mai0960541977@gmail.com,外語類,新屋區,2020-04-28,1296
桃園市政府,私立威齊語文短期補習班,,wikimsn@yahoo.com.tw,外語類,新屋區,2011-11-02,1296
桃園市政府,私立耀陞文理短期補習班,,Beter120@ms29.hinet.net,文理類,新屋區,2006-01-19,1296
桃園市政府,私立海鷗音樂短期補習班,,,音樂、舞蹈類,新屋區,2007-11-12,1296
桃園市政府,私立雅韻音樂短期補習班,,,音樂、舞蹈類,新屋區,2008-03-24,1296
桃園市政府,私立邱老師美語短期補習班,,q4queen@yahoo.com.tw,外語類,新屋區,2007-04-26,1296
桃園市政府,私立呂承瑾音樂短期補習班,,kevin19921208@yahoo.com.tw,音樂、舞蹈類,桃園區,2020-07-03,1296
桃園市政府,財團法人天主教德來會附設私立鳴遠美語短期補習班,,phoepedora@gmail.com,外語類,桃園區,2008-07-04,1296
桃園市政府,何嘉仁文教事業股份有限公司桃園分公司附設私立智祥語文短期補習班,,hs2017@hess-mail.com.tw,外語類,桃園區,2006-10-20,1296
桃園市政府,私立欣華英語會話短期補習班,70,,外語類,桃園區,1996-10-18,1296
桃園市政府,長頸鹿文化事業股份有限公司桃園分公司附設私立長頸鹿美語短期補習班,,hr@giraffe.com.tw,外語類,桃園區,2004-03-17,1296
桃園市政府,私立冠軒美語數學作文短期補習班,,ty93650989@gmail.com,外語類,桃園區,2010-02-01,1296
桃園市政府,私立尚德語文文理短期補習班,,cly1112@gmail.com,文理類,桃園區,2013-12-30,1296
桃園市政府,私立高傑英語數學電腦文理短期補習班,99,gaujie.a334@msa.hinet.net,文理類,桃園區,1999-04-27,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班莊二分班,,jy3169958@gmail.com,文理類,桃園區,2016-12-14,1296
桃園市政府,財團法人人本教育文教基金會附設桃園市私立數學想想國數學文理短期補習班,,Eating.lu@hef.org.tw,文理類,桃園區,2021-09-11,1296
桃園市政府,私立莫大衛英語短期補習班,, modawei@yahoo.com,外語類,桃園區,2020-12-30,1296
桃園市政府,私立酷科學美語文理短期補習班,,olive1229@hotmail.com,文理類,桃園區,2017-11-29,1296
桃園市政府,私立博聖數學語文短期補習班,,evulvulsm1984@gmail.com,外語類,桃園區,2021-05-03,1296
桃園市政府,私立嘉宇語文短期補習班,,hs2229@hess.com.tw,外語類,桃園區,2020-05-07,1296
桃園市政府,私立英士堤語文短期補習班,,,外語類,桃園區,2004-10-21,1296
桃園市政府,新貴個別指導股份有限公司附設私立新貴同得文理語文數學短期補習班,,alexjan510@gmail.com,文理類,桃園區,2021-11-11,1296
桃園市政府,私立泓林文理數學語文短期補習班,,0930130110@yahoo.com.tw,文理類,桃園區,2003-12-19,1296
桃園市政府,私立同德文理美語短期補習班,,danielnicole0519@gmail.com,文理類,桃園區,2001-08-07,1296
桃園市政府,私立三民文理數學美語短期補習班,,lap0909@yahoo.com.tw,文理類,桃園區,2009-03-04,1296
桃園市政府,私立普飛美語短期補習班,,megan.hsu.0226@gmail.com,外語類,桃園區,2004-04-07,1296
桃園市政府,私立佳盈英語短期補習班,403,hdchiusan@gmail.com,外語類,桃園區,2000-01-07,1296
桃園市政府,私立亮晶晶趣學文理技藝短期補習班,,,文理類,桃園區,2007-05-10,1296
桃園市政府,私立菁華文理短期補習班,130,ginhua.cm@gmail.com,文理類,桃園區,1991-08-19,1296
桃園市政府,私立諾貝爾文理語文短期補習班,196,gonobel@seed.net.tw,文理類,桃園區,1999-04-07,1296
桃園市政府,私立高陞英語會話短期補習班,24,,外語類,桃園區,1988-05-12,1296
桃園市政府,私立温老師文理數學美語短期補習班,,Giraffe10002@yahoo.com.tw,文理類,桃園區,2004-06-08,1296
桃園市政府,私立興人數學文理語文短期補習班,,smart03110710@yahoo.com.tw,文理類,桃園區,2015-05-27,1296
桃園市政府,私立日明文理短期補習班,,brightday177@yahoo.com.tw,文理類,桃園區,2015-12-31,1296
桃園市政府,私立葳誼寵物美容短期補習班,,a0913500006@gmail.com,美容、美髮理髮類,桃園區,2017-08-24,1296
桃園市政府,私立圻宇文理短期補習班,,bensonhsu@giga.net.tw,文理類,桃園區,2005-06-21,1296
桃園市政府,私立托瑪斯美語短期補習班,,chuthoma@gmail.com,外語類,桃園區,2013-09-06,1296
桃園市政府,私立華陞文理短期補習班,,science332_2394@yahoo.com.tw,文理類,桃園區,2003-10-27,1296
桃園市政府,私立周佳教文理短期補習班,111,,文理類,桃園區,1988-09-23,1296
桃園市政府,私立虹閱美語文理短期補習班,,mukatechen@gmail.com,文理類,桃園區,2006-01-26,1296
桃園市政府,私立悅思文理短期補習班 ,,,文理類,桃園區,2011-05-12,1296
桃園市政府,私立創思學習文理數學語文短期補習班市府分班,,jackyucchi@gmail.com,文理類,桃園區,2020-10-29,1296
桃園市政府,私立惠育音樂短期補習班,,,音樂、舞蹈類,桃園區,2001-07-25,1296
桃園市政府,私立宏源文理短期補習班,,,文理類,桃園區,2005-01-31,1296
桃園市政府,私立銓才文理短期補習班,,,文理類,桃園區,2003-09-19,1296
桃園市政府,無限創意積木有限公司附設私立無限創意技藝短期補習班,,infinite2201007@gmail.com,其他類,桃園區,2014-05-01,1296
桃園市政府,百世教育科技股份有限公司附設私立百世文理短期補習班中平分班,,Ncheng-gong@bais.com.tw,文理類,桃園區,2016-01-26,1296
桃園市政府,私立達頂語文文理短期補習班,,katja565811@gmail.com,文理類,桃園區,2007-08-17,1296
桃園市政府,私立瑋人文理數學語文短期補習班,,,文理類,桃園區,2002-01-07,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班成功分班,,jy3169958@gmail.com,文理類,桃園區,2007-11-27,1296
桃園市政府,私立中正美術短期補習班,,sart3366805@gmail.com,美術、書法、攝影、美工設計、圍棋類,桃園區,2008-10-27,1296
桃園市政府,私立永祥美語短期補習班,423,hs1040@hess.com.tw,外語類,桃園區,2000-12-28,1296
桃園市政府,私立奧林匹亞文理數學短期補習班,,H3389191@gmail.com,文理類,桃園區,2009-08-14,1296
桃園市政府,社團法人中國青年救國團附設私立世貿語文技藝短期補習班,,190513@cyc.tw,外語類,桃園區,2019-04-17,1296
桃園市政府,雲門國際事業股份有限公司附設私立雲門舞集藝文舞蹈短期補習班,,spring@cgds.com.tw,音樂、舞蹈類,桃園區,2003-09-24,1296
桃園市政府,學旅文創有限公司附設私立舞動世界藝文技藝短期補習班,,Dancingworld.contact@gmail.com &amp;amp;amp;amp;amp;amp;lt;Dancingworld.contact@gmail.com,音樂、舞蹈類,桃園區,2022-05-09,1296
桃園市政府,何嘉仁文教事業股份有限公司附設私立智妍英語短期補習班 ,,hs3731@hess.com.tw,外語類,桃園區,2006-01-25,1296
桃園市政府,私立蘇活美術短期補習班,,marysohoart@gmail.com,美術、書法、攝影、美工設計、圍棋類,桃園區,2014-07-28,1296
桃園市政府,私立愛法兒文理短期補習班,,a0937086289@gmail.com,外語類,桃園區,2016-11-01,1296
桃園市政府,私立譯果語文文理數學短期補習班,,zhuangjing.ty@eagletw.com,文理類,桃園區,2019-06-04,1296
桃園市政府,私立衛理美語短期補習班,,Wesley2preschool99@gmail.com,外語類,桃園區,2020-08-24,1296
桃園市政府,私立周勁文理短期補習班,,acsirs.chou@gmail.com,文理類,桃園區,2007-12-03,1296
桃園市政府,私立思純國際珠心算美語文理短期補習班,,,文理類,桃園區,2010-02-01,1296
桃園市政府,曜暻有限公司附設私立群英文理短期補習班,,mymathisbad@gmail.com,文理類,桃園區,2016-11-07,1296
桃園市政府,私立傑聖文理語文短期補習班,,dele.yang@gmail.com,文理類,桃園區,2016-09-20,1296
桃園市政府,私立顗可文理語文短期補習班,,eaglekids99@gmail.com,文理類,桃園區,2007-09-13,1296
桃園市政府,私立凱育音樂舞蹈短期補習班,,even@kidsmusic.com.tw,音樂、舞蹈類,桃園區,2019-04-02,1296
桃園市政府,私立河合日語短期補習班,,,外語類,桃園區,2001-12-31,1296
桃園市政府,私立靚妍美容美髮技藝短期補習班,,liwanhua955867616@gmail.com,美容、美髮理髮類,桃園區,2021-04-12,1296
桃園市政府,私立角田日語短期補習班,,tsunoda.jp@msa.hinet.net,外語類,桃園區,2019-10-16,1296
桃園市政府,豫章實業有限公司附設私立豫章音樂美術短期補習班,,h068@ms26.hinet.net,音樂、舞蹈類,桃園區,2004-06-09,1296
桃園市政府,台灣知識庫股份有限公司附設私立洋碩百官網甄戰數位學堂文理短期補習班,,woailian93@gmail.com,文理類,桃園區,2006-12-19,1296
桃園市政府,私立鼓動音樂短期補習班,,jennifer@mail.jpg.org.tw,音樂、舞蹈類,桃園區,2010-06-25,1296
桃園市政府,私立禮揚文理美語電腦短期補習班,168,lion6666here@gmail.com,文理類,桃園區,1996-08-23,1296
桃園市政府,私立昊亮文理語文短期補習班,,yeachili@yahoo.com.tw,文理類,桃園區,2007-11-06,1296
桃園市政府,私立喬豐文理短期補習班介壽分班,,Dondateacher@yahoo.com.tw,文理類,桃園區,2010-09-09,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班建國分班,,jy3169958@gmail.com,文理類,桃園區,2019-04-11,1296
桃園市政府,私立思維文理美語短期補習班,,,文理類,桃園區,2001-10-09,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理短期補習班,199,bosstony88@gmail.com,文理類,桃園區,1999-04-27,1296
桃園市政府,私立康萊爾美語短期補習班,,cornells@ms34.hinet.net,外語類,桃園區,2014-07-25,1296
桃園市政府,私立智聖多元圍棋短期補習班,,wisdom_go@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,桃園區,2007-11-14,1296
桃園市政府,私立英之奇美語短期補習班,,,外語類,桃園區,2004-01-16,1296
桃園市政府,私立瑞汀美語短期補習班,,stellayangg@hotmail.com,外語類,桃園區,2009-12-07,1296
桃園市政府,私立坮大文理短期補習班同德分班,,taiattd@yahoo.com.tw,文理類,桃園區,2004-07-01,1296
桃園市政府,私立高昇成功文理短期補習班,,success8996@gmail.com,文理類,桃園區,2014-05-30,1296
桃園市政府,私立北大文理短期補習班,,beida520@hotmail.com,文理類,桃園區,2007-06-28,1296
桃園市政府,私立立育文理語文短期補習班,,anita19990211@yahoo.com.tw,文理類,桃園區,2009-01-19,1296
桃園市政府,學城文教事業有限公司附設私立學城文理短期補習班,,td2660@meikoschool.com.tw,文理類,桃園區,2019-03-06,1296
桃園市政府,極上教育諮詢股份有限公司附設私立極上塾南平文理短期補習班,,pearlhung8@gmail.com,文理類,桃園區,2022-05-10,1296
桃園市政府,私立大育昇文理短期補習班,,yeswinchamp@gmail.com,文理類,桃園區,2013-06-20,1296
桃園市政府,私立理捷英文短期補習班,,lejetenglish@gmail.com,外語類,桃園區,2019-10-15,1296
桃園市政府,私立子愛舞蹈短期補習班,311,A0988116727@gmail.com,音樂、舞蹈類,桃園區,1973-02-21,1296
桃園市政府,私立艾蜜絲美語短期補習班,,amysenglishstudio@yahoo.com.tw,外語類,桃園區,2006-03-24,1296
桃園市政府,私立正見文理語文短期補習班,,tact.taoyuan50@gmail.com,文理類,桃園區,2015-01-20,1296
桃園市政府,私立壹加壹語文數學珠心算短期補習班,,sinpon8888@yahoo.com.tw,文理類,桃園區,2009-10-13,1296
桃園市政府,私立柏喬美語短期補習班,,,外語類,桃園區,2008-02-18,1296
桃園市政府,私立嘉和語文短期補習班,,hs2176@hess.com.tw,外語類,桃園區,2010-03-15,1296
桃園市政府,私立音樂城堡音樂短期補習班,,lavender1410@yahoo.com.tw,音樂、舞蹈類,桃園區,2012-05-02,1296
桃園市政府,私立一修語文數學短期補習班,79,kuolung.yang@msa.hinet.net,外語類,桃園區,1998-03-09,1296
桃園市政府,私立書藝美術語文短期補習班,,sweet.vivien@msa.hinet.net,外語類,桃園區,2013-12-30,1296
桃園市政府,私立大灣美語短期補習班,,gloria@glo.com.tw,外語類,桃園區,2004-11-03,1296
桃園市政府,私立藝文藝術城堡音樂美術短期補習班,,ching0703@gmail.com,音樂、舞蹈類,桃園區,2020-09-01,1296
桃園市政府,私立帝逵文理技藝短期補習班,,deardikui358@gmail.com,文理類,桃園區,2022-05-27,1296
桃園市政府,私立保羅優質美語短期補習班,,paul.quality.academy@gmail.com,外語類,桃園區,2012-12-03,1296
桃園市政府,私立立進電腦美語文理短期補習班,,,文理類,桃園區,2003-04-04,1296
桃園市政府,私立佳基語文數學短期補習班,,hardakay@gmail.com,文理類,桃園區,2011-10-20,1296
桃園市政府,私立加斯德珠心算短期補習班,,cw61015247@gmail.com,商類：珠算、心算、會計,桃園區,2006-06-16,1296
桃園市政府,私立弈秋圍棋文理短期補習班,,sandy0922ab@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,桃園區,2009-03-09,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班慈文分班,,bosstony88@gmail.com,文理類,桃園區,2003-12-08,1296
桃園市政府,私立德宬語文數學文理短期補習班,,,文理類,桃園區,2011-10-12,1296
桃園市政府,私立繆思音樂短期補習班,,muchahuang@gmail.com,音樂、舞蹈類,桃園區,2012-12-27,1296
桃園市政府,私立上華文理語文數學短期補習班,,peilin928928@gmail.com,文理類,桃園區,2018-03-15,1296
桃園市政府,台灣拓人教育事業股份有限公司附設私立拓人文理語文短期補習班,,tact.081201@gmail.com,文理類,桃園區,2014-06-27,1296
桃園市政府,私立尚品語文短期補習班,,cly1112@gmail.com,外語類,桃園區,2017-11-28,1296
桃園市政府,私立科奇美語文理短期補習班,,amber7218@gmail.com,文理類,桃園區,2007-03-26,1296
桃園市政府,私立大立昇文理語文短期補習班同安分班,,Sunrisekidcastle@yahoo.com.tw,文理類,桃園區,2015-12-17,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班同安分班,,bosstony88@gmail.com,文理類,桃園區,2001-08-29,1296
桃園市政府,私立峰韻音樂技藝短期補習班,,amanda1357900@yahoo.com.tw,音樂、舞蹈類,桃園區,2013-07-09,1296
桃園市政府,私立小魔毯語文文理短期補習班,,hym08221130@yahoo.com.tw,文理類,桃園區,2007-02-15,1296
桃園市政府,弋果文化事業股份有限公司附設私立弋果美語文理數學短期補習班,,vivian.huang@eagletw.com,文理類,桃園區,2021-08-06,1296
桃園市政府,私立莫特音樂短期補習班,,Poc17@ms33.hinet.net,音樂、舞蹈類,桃園區,2011-07-22,1296
桃園市政府,私立士群語文數學文理短期補習班,,ckchungshan168@gmail.com,文理類,桃園區,2020-07-23,1296
桃園市政府,私立智聖多元圍棋短期補習班中山分班,,macwild@mail2000.com.tw,美術、書法、攝影、美工設計、圍棋類,桃園區,2017-01-09,1296
桃園市政府,私立皇宇文理數學短期補習班,,huangyu.classroom@gmail.com,文理類,桃園區,2015-09-07,1296
桃園市政府,私立佳祥文理短期補習班,,peiwenlee0807@hotmail..com,文理類,桃園區,2010-10-28,1296
桃園市政府,私立馬克安美語短期補習班,,markann0617@gmail.com,外語類,桃園區,2003-09-04,1296
桃園市政府,私立科恩美語短期補習班,,katy56888@gmail.com,外語類,桃園區,2004-09-06,1296
桃園市政府,私立兒童星球美語短期補習班,,brendahuang55@gmail.com,外語類,桃園區,2008-11-21,1296
桃園市政府,私立英才美語短期補習班,,mandy21831@gmail.com,外語類,桃園區,2009-06-16,1296
桃園市政府,私立奇瓦迪語文數學自然短期補習班,,ninie1211@yahoo.com.tw,外語類,桃園區,2001-10-09,1296
桃園市政府,私立永旭美語短期補習班,,hotairballoon888@gmail.com,外語類,桃園區,2011-03-14,1296
桃園市政府,私立克蘿伊語文短期補習班,,pisces.chloe@msa.hinet.net,外語類,桃園區,2011-04-27,1296
桃園市政府,私立普林斯頓語文數學短期補習班,,Princeton3703865@gmail.com,外語類,桃園區,2015-04-28,1296
桃園市政府,斐然文教有限公司附設私立頂級文理短期補習班,,chungshan.ty@eagletw.com,外語類,桃園區,2018-12-22,1296
桃園市政府,私立又福美語短期補習班,,bb054@joy.com.tw,外語類,桃園區,2012-04-11,1296
桃園市政府,私立永好數學文理短期補習班,,forever.subsist@gmail.com,文理類,桃園區,2014-10-30,1296
桃園市政府,私立立偉文理語文短期補習班,,envon2002@gmail.com,文理類,桃園區,2009-03-17,1296
桃園市政府,私立中山語文短期補習班,,chungshan1179@gmail.com,外語類,桃園區,2019-07-25,1296
桃園市政府,私立如合學語文文理短期補習班,,gram.tycs@gmail.com,文理類,桃園區,2016-11-30,1296
桃園市政府,私立起點文理短期補習班,,enlighten202104@gmail.com,文理類,桃園區,2022-06-17,1296
桃園市政府,私立亞果語文文理短期補習班,,g22501787@hotmail.com.tw,文理類,桃園區,2014-08-22,1296
桃園市政府,私立福華英語會話短期補習班,,,外語類,桃園區,1999-07-19,1296
桃園市政府,私立日昇文理短期補習班,157,sun3251093@yahoo.com.tw,文理類,桃園區,1997-05-19,1296
桃園市政府,私立富國機電短期補習班,,zijie8001@gmail.com,電機、汽車修護、建築、工藝、製圖類,桃園區,2021-04-08,1296
桃園市政府,私立富民機電短期補習班,212,,電機、汽車修護、建築、工藝、製圖類,桃園區,1978-01-04,1296
桃園市政府,私立誠功文理短期補習班,186,tycg3366799@gmail.com,文理類,桃園區,1998-06-01,1296
桃園市政府,私立聯名電腦短期補習班,,lccnet.lc07@msa.hinet.net,資訊類,桃園區,2004-05-05,1296
桃園市政府,驅勢文教事業有限公司附設私立聖三一語文短期補習班,,service@wkedu.com.tw,外語類,桃園區,2010-12-21,1296
桃園市政府,私立康妮斯語文短期補習班,,yangmin.chaoshun@gmail.com,外語類,桃園區,2005-10-06,1296
桃園市政府,巨匠電腦股份有限公司附設私立巨將美語短期補習班,362,allen.tsai@pcschool.com.tw,外語類,桃園區,1987-07-31,1296
桃園市政府,私立英代語文短期補習班,,egl@egl.com.tw,外語類,桃園區,2003-07-24,1296
桃園市政府,私立聯成一語文短期補習班,,james@abcgo.com.tw,外語類,桃園區,2018-05-25,1296
桃園市政府,私立林美志舞蹈短期補習班,,chrislin0815@yahoo.com.tw,音樂、舞蹈類,桃園區,2002-10-23,1296
桃園市政府,私立昊德大有文理語文短期補習班,,yeachili@yahoo.com.tw,文理類,桃園區,2011-06-16,1296
桃園市政府,私立道霖文理短期補習班,435,doulints95@yahoo.ocm.tw,文理類,桃園區,2000-11-16,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班大有二班,,jy3169958@gmail.com,文理類,桃園區,2018-06-20,1296
桃園市政府,私立崴廉美語短期補習班,,chiayinfanfan@gmail.com,外語類,桃園區,2006-06-09,1296
桃園市政府,私立瑪利歐英語短期補習班,,neurolinkty@gmail.com,外語類,桃園區,2010-09-07,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班大有分班,,bosstony88@gmail.com,文理類,桃園區,2006-11-01,1296
桃園市政府,私立佳有文理語文數學短期補習班,,,文理類,桃園區,2016-03-11,1296
桃園市政府,私立智聖多元圍棋短期補習班大有分班,,wisdom_go@yahoo.com.tw,其他類,桃園區,2009-06-03,1296
桃園市政府,私立蘇沛美術短期補習班,,mayalengood@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,桃園區,2004-11-16,1296
桃園市政府,私立墨菲音樂短期補習班,,alltaco@hotmail.com,音樂、舞蹈類,桃園區,2006-11-01,1296
桃園市政府,私立英加語文數學短期補習班,,frances.yang@seed.net.com,外語類,桃園區,2012-03-29,1296
